These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
24060	Repentigny	Repentigny	preliminary	préliminaires	Pauzé		Monique	Bloc Québécois	Bloc Québécois	22627	34.7	0	65218
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Beaulieu		Myriam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14113	24.1	0	58505
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Busque		Laurier	Green Party	Parti Vert	1004	1.7	0	58505
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Desmarais		Marc	Liberal	Libéral	14434	24.7	0	58505
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Dubois		Antoine	Rhinoceros	Rhinocéros	386	.7	0	58505
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Nolin		Olivier	Bloc Québécois	Bloc Québécois	10072	17.2	0	58505
24061	Richmond--Arthabaska	Richmond--Arthabaska	preliminary	préliminaires	Rayes		Alain	Conservative	Conservateur	18496	31.6	0	58505
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Gauthier		Érick	Conservative	Conservateur	6099	10.5	0	58101
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Lapointe		Linda	Liberal	Libéral	18837	32.4	0	58101
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Liu		Laurin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	17111	29.5	0	58101
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Pinel		Félix	Bloc Québécois	Bloc Québécois	14755	25.4	0	58101
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Quinteros		Luis	Independent	Indépendant	168	.3	0	58101
24062	Rivière-des-Mille-Îles	Rivière-des-Mille-Îles	preliminary	préliminaires	Ware		Alec	Green Party	Parti Vert	1131	1.9	0	58101
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Bélair Rolland		Janice	Liberal	Libéral	14929	26.3	0	56668
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Côté		Fobozof A.	Rhinoceros	Rhinocéros	263	.5	0	56668
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Dionne Labelle		Pierre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	17076	30.1	0	56668
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Fortin		Rhéal	Bloc Québécois	Bloc Québécois	18154	32	0	56668
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Leckman		Joey	Green Party	Parti Vert	1432	2.5	0	56668
24063	Rivière-du-Nord	Rivière-du-Nord	preliminary	préliminaires	Vignol		Romain	Conservative	Conservateur	4814	8.5	0	56668
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Aglat		Laurent	Rhinoceros	Rhinocéros	495	.8	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	André		Claude	Bloc Québécois	Bloc Québécois	12276	21	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Boulerice		Alexandre	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	28692	49.2	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Chénier		Stéphane	Marxist-Leninist	Marxiste-Léniniste	171	.3	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Dohan		Jeremy	Conservative	Conservateur	2506	4.3	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Medawar		Nadine	Liberal	Libéral	12069	20.7	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	Muldeen		Sameer	Green Party	Parti Vert	1787	3.1	0	58349
24064	Rosemont--La Petite-Patrie	Rosemont--La Petite-Patrie	preliminary	préliminaires	d'Entremont		Peter	Libertarian	Libertarien	353	.6	0	58349
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Jasmin-Tremblay		Patrice	Bloc Québécois	Bloc Québécois	11820	21.4	0	55157
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Lemieux		Marie-Josée	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12832	23.3	0	55157
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Makridis		Nicolas	Conservative	Conservateur	6498	11.8	0	55157
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Mungur		Lorna	Green Party	Parti Vert	1057	1.9	0	55157
24065	Marc-Aurèle-Fortin	Marc-Aurèle-Fortin	preliminary	préliminaires	Robillard		Yves	Liberal	Libéral	22950	41.6	0	55157
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Durand		Lise	Green Party	Parti Vert	1238	2.3	0	54245
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Filion		Michel	Bloc Québécois	Bloc Québécois	13230	24.4	0	54245
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Léveillé		Réjean	Conservative	Conservateur	9098	16.8	0	54245
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Ménard		Ugo	Independent	Indépendant	271	.5	0	54245
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Sansoucy		Brigitte	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15478	28.5	0	54245
24066	Saint-Hyacinthe--Bagot	Saint-Hyacinthe--Bagot	preliminary	préliminaires	Vincelette		René	Liberal	Libéral	14930	27.5	0	54245
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Guinta		Stéphane	Conservative	Conservateur	6549	10.8	0	60381
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Hurtubise		Denis	Bloc Québécois	Bloc Québécois	14979	24.8	0	60381
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Marotte		Hans	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	17555	29.1	0	60381
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Redivo		Marilyn	Green Party	Parti Vert	1281	2.1	0	60381
24067	Saint-Jean	Saint-Jean	preliminary	préliminaires	Rioux		Jean	Liberal	Libéral	20017	33.2	0	60381
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Ackad		Alain	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4646	11.5	0	40332
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Deschamps		Fernand	Marxist-Leninist	Marxiste-Léniniste	130	.3	0	40332
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Dion		Stéphane	Liberal	Libéral	24832	61.6	0	40332
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Dumas-Dubreuil		Pascal-Olivier	Bloc Québécois	Bloc Québécois	1879	4.7	0	40332
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Tromp		John	Green Party	Parti Vert	977	2.4	0	40332
24068	Saint-Laurent	Saint-Laurent	preliminary	préliminaires	Yu		Jimmy	Conservative	Conservateur	7868	19.5	0	40332
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Di Iorio		Nicola	Liberal	Libéral	28835	64.7	0	44555
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Filato		Rosannie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6611	14.8	0	44555
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Fournier		Jean Philippe	Conservative	Conservateur	4964	11.1	0	44555
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Gendron		Steeve	Bloc Québécois	Bloc Québécois	3214	7.2	0	44555
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Malek		Arezki	Marxist-Leninist	Marxiste-Léniniste	130	.3	0	44555
24069	Saint-Léonard--Saint-Michel	Saint-Léonard--Saint-Michel	preliminary	préliminaires	Miscione		Melissa	Green Party	Parti Vert	801	1.8	0	44555
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Bédard		Jean-Paul	Marxist-Leninist	Marxiste-Léniniste	196	.3	0	58939
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Carignan Deschamps		Sacki	Bloc Québécois	Bloc Québécois	11293	19.2	0	58939
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Champagne		François-Philippe	Liberal	Libéral	24386	41.4	0	58939
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Grenier		Jacques	Conservative	Conservateur	9670	16.4	0	58939
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Toupin		Martial	Green Party	Parti Vert	1142	1.9	0	58939
24070	Saint-Maurice--Champlain	Saint-Maurice--Champlain	preliminary	préliminaires	Tremblay		Jean-Yves	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12252	20.8	0	58939
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	De Martin		Albert	Conservative	Conservateur	6047	10	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	DeBellefeuille		Claude	Bloc Québécois	Bloc Québécois	17151	28.2	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	Domingos		Patricia	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	184	.3	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	Larocque		Sylvain	Independent	Indépendant	212	.3	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	Quach		Anne Minh-Thu	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	18540	30.5	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	Sauvé		Robert	Liberal	Libéral	17764	29.2	0	60763
24071	Salaberry--Suroît	Salaberry--Suroît	preliminary	préliminaires	Socrates		Nicola-Silverado	Green Party	Parti Vert	865	1.4	0	60763
24072	Shefford	Shefford	preliminary	préliminaires	Beaudoin		Jocelyn	Bloc Québécois	Bloc Québécois	13092	22.2	0	58920
24072	Shefford	Shefford	preliminary	préliminaires	Breton		Pierre	Liberal	Libéral	22957	39	0	58920
24072	Shefford	Shefford	preliminary	préliminaires	Fontaine		Sylvie	Conservative	Conservateur	7529	12.8	0	58920
24072	Shefford	Shefford	preliminary	préliminaires	Mailhot		Claire	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13945	23.7	0	58920
24072	Shefford	Shefford	preliminary	préliminaires	McMillan		Simon	Green Party	Parti Vert	1397	2.4	0	58920
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Allen		Thomas ''Tom''	Liberal	Libéral	17071	29.8	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Bouchard		Caroline	Bloc Québécois	Bloc Québécois	11713	20.5	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Dauphin		Marc	Conservative	Conservateur	5391	9.4	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Dusseault		Pierre-Luc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	21374	37.3	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Huberdeau		Benoit	Independent	Indépendant	303	.5	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Malouin		Sophie	Green Party	Parti Vert	1143	2	0	57257
24073	Sherbrooke	Sherbrooke	preliminary	préliminaires	Richard		Hubert	Rhinoceros	Rhinocéros	262	.5	0	57257
24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	preliminary	préliminaires	Boudreau		Marc	Conservative	Conservateur	9048	13.8	0	65683
24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	preliminary	préliminaires	François		Vincent	Bloc Québécois	Bloc Québécois	9920	15.1	0	65683
24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	preliminary	préliminaires	Kaszel		Jennifer	Green Party	Parti Vert	1445	2.2	0	65683
24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	preliminary	préliminaires	Nicholls		Jamie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14727	22.4	0	65683
24074	Vaudreuil--Soulanges	Vaudreuil--Soulanges	preliminary	préliminaires	Schiefke		Peter	Liberal	Libéral	30543	46.5	0	65683
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Audette		Michèle	Liberal	Libéral	16316	28	0	58292
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Borg		Charmaine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14928	25.6	0	58292
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Boudrias		Michel	Bloc Québécois	Bloc Québécois	19238	33	0	58292
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Moen		Susan	Green Party	Parti Vert	1045	1.8	0	58292
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Surprenant		Michel	Conservative	Conservateur	6593	11.3	0	58292
24075	Terrebonne	Terrebonne	preliminary	préliminaires	Sénat		Louis Clément	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	172	.3	0	58292
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Aubin		Robert	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	19193	31.7	0	60460
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Boivin		Yvon	Liberal	Libéral	18297	30.3	0	60460
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Rousseau		Maxime	Libertarian	Libertarien	360	.6	0	60460
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Therrien		Dominic	Conservative	Conservateur	11231	18.6	0	60460
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Trottier		Éric	Green Party	Parti Vert	1130	1.9	0	60460
24076	Trois-Rivières	Trois-Rivières	preliminary	préliminaires	Valois		André	Bloc Québécois	Bloc Québécois	10249	17	0	60460
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Green		Daniel	Green Party	Parti Vert	2506	5	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Miller		Marc	Liberal	Libéral	25679	50.8	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Shanahan		Steve	Conservative	Conservateur	6016	11.9	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Sloan		William	Communist	Communiste	98	.2	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	St-Onge		Chantal	Bloc Québécois	Bloc Québécois	4302	8.5	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Turner		Allison	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11814	23.4	0	50574
24077	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	preliminary	préliminaires	Wolfe		Daniel	Rhinoceros	Rhinocéros	159	.3	0	50574
24078	Vimy	Vimy	preliminary	préliminaires	Duhamel		France	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11330	20.9	0	54138
24078	Vimy	Vimy	preliminary	préliminaires	Jenkins		Brian	Christian Heritage Party	Parti de l'Héritage Chrétien	258	.5	0	54138
24078	Vimy	Vimy	preliminary	préliminaires	Kaddouri		Barek	Bloc Québécois	Bloc Québécois	9029	16.7	0	54138
24078	Vimy	Vimy	preliminary	préliminaires	Mavros		Anthony	Conservative	Conservateur	7239	13.4	0	54138
24078	Vimy	Vimy	preliminary	préliminaires	Nassif		Eva	Liberal	Libéral	25007	46.2	0	54138
24078	Vimy	Vimy	preliminary	préliminaires	Núñez Melo		José	Green Party	Parti Vert	1275	2.4	0	54138
35001	Ajax	Ajax	preliminary	préliminaires	Alexander		Chris	Conservative	Conservateur	19488	34.5	0	56435
35001	Ajax	Ajax	preliminary	préliminaires	Brown		Stephanie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4639	8.2	0	56435
35001	Ajax	Ajax	preliminary	préliminaires	Hill		Jeff	Green Party	Parti Vert	791	1.4	0	56435
35001	Ajax	Ajax	preliminary	préliminaires	Holland		Mark	Liberal	Libéral	31460	55.7	0	56435
35001	Ajax	Ajax	preliminary	préliminaires	Kesic		Bob	United Party	Parti Uni	57	.1	0	56435
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	preliminary	préliminaires	Hughes		Carol	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16569	40	0	41427
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	preliminary	préliminaires	Orok		Calvin John	Green Party	Parti Vert	927	2.2	0	41427
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	preliminary	préliminaires	Robichaud		André	Conservative	Conservateur	9820	23.7	0	41427
35002	Algoma--Manitoulin--Kapuskasing	Algoma--Manitoulin--Kapuskasing	preliminary	préliminaires	Wilson		Heather	Liberal	Libéral	14111	34.1	0	41427
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	preliminary	préliminaires	Alleslev		Leona	Liberal	Libéral	24104	47.3	0	50950
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	preliminary	préliminaires	Bowles		Kyle	Animal Alliance/Environment Voters	Animal Alliance/Environment Voters	241	.5	0	50950
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	preliminary	préliminaires	Menegakis		Costas	Conservative	Conservateur	23043	45.2	0	50950
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	preliminary	préliminaires	Power		Brenda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2908	5.7	0	50950
35003	Aurora--Oak Ridges--Richmond Hill	Aurora--Oak Ridges--Richmond Hill	preliminary	préliminaires	Ramdeen		Randi	Green Party	Parti Vert	654	1.3	0	50950
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	Brassard		John	Conservative	Conservateur	22901	46.4	0	49369
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	Clark		Myrna	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5812	11.8	0	49369
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	Nail		Gary	Christian Heritage Party	Parti de l'Héritage Chrétien	199	.4	0	49369
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	North		Bonnie	Green Party	Parti Vert	1991	4	0	49369
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	Sakula		Jeff	CAP	PAC	158	.3	0	49369
35004	Barrie--Innisfil	Barrie--Innisfil	preliminary	préliminaires	Wilson		Colin	Liberal	Libéral	18308	37.1	0	49369
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	Faerber		Ram	Independent	Indépendant	187	.4	0	50554
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	Lancaster		Marty	Green Party	Parti Vert	2666	5.3	0	50554
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	Nuttall		Alex	Conservative	Conservateur	21103	41.7	0	50554
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	Roskam		Darren	Libertarian	Libertarien	403	.8	0	50554
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	Tamblyn		Brian	Liberal	Libéral	20993	41.5	0	50554
35005	Barrie--Springwater--Oro-Medonte	Barrie--Springwater--Oro-Medonte	preliminary	préliminaires	White		Ellen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5202	10.3	0	50554
35006	Bay of Quinte	Baie de Quinte	preliminary	préliminaires	Cassidy		Terry	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7081	12.2	0	57980
35006	Bay of Quinte	Baie de Quinte	preliminary	préliminaires	Ellis		Neil	Liberal	Libéral	29366	50.6	0	57980
35006	Bay of Quinte	Baie de Quinte	preliminary	préliminaires	Jenkins		Jodie	Conservative	Conservateur	19882	34.3	0	57980
