These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
47005	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	preliminary	préliminaires	Thomas		Robert	Rhinoceros	Rhinocéros	208	.5	0	41965
47006	Prince Albert	Prince Albert	preliminary	préliminaires	Borgerson		Lon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11244	28.5	0	39520
47006	Prince Albert	Prince Albert	preliminary	préliminaires	Hoback		Randy	Conservative	Conservateur	19679	49.8	0	39520
47006	Prince Albert	Prince Albert	preliminary	préliminaires	Kirkby		Gordon	Liberal	Libéral	7836	19.8	0	39520
47006	Prince Albert	Prince Albert	preliminary	préliminaires	Tenkink		Byron	Green Party	Parti Vert	761	1.9	0	39520
47007	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Browne		Louis	Liberal	Libéral	13144	27.5	0	47826
47007	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Dolata	K	Wojciech	Libertarian	Libertarien	298	.6	0	47826
47007	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Fraser		Trent	Conservative	Conservateur	16701	34.9	0	47826
47007	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Friesen		Tamela	Green Party	Parti Vert	839	1.8	0	47826
47007	Regina--Lewvan	Regina--Lewvan	preliminary	préliminaires	Weir		Erin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16844	35.2	0	47826
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Anaquod		Della	Liberal	Libéral	8487	23	0	36975
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Chatterson		Greg	Green Party	Parti Vert	850	2.3	0	36975
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Kuyek		Nial	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11072	29.9	0	36975
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	preliminary	préliminaires	Scheer		Andrew	Conservative	Conservateur	16566	44.8	0	36975
47009	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Bourgeois		April	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5361	12.5	0	42718
47009	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Goodale		Ralph	Liberal	Libéral	23562	55.2	0	42718
47009	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Kram		Michael	Conservative	Conservateur	12917	30.2	0	42718
47009	Regina--Wascana	Regina--Wascana	preliminary	préliminaires	Simonson		Frances	Green Party	Parti Vert	878	2.1	0	42718
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	preliminary	préliminaires	Bell		Scott	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13909	30.2	0	46085
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	preliminary	préliminaires	Bigland-Pritchard		Mark	Green Party	Parti Vert	846	1.8	0	46085
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	preliminary	préliminaires	Muggli		Tracy	Liberal	Libéral	12165	26.4	0	46085
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	preliminary	préliminaires	Waugh		Kevin	Conservative	Conservateur	19165	41.6	0	46085
47011	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Block		Cynthia Marie	Liberal	Libéral	11287	25.2	0	44776
47011	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Card		Claire	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14115	31.5	0	44776
47011	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Harvey		Valerie	Green Party	Parti Vert	686	1.5	0	44776
47011	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Schalm		Eric Matthew	Rhinoceros	Rhinocéros	99	.2	0	44776
47011	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Trost		Brad	Conservative	Conservateur	18589	41.5	0	44776
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Abbott		Lisa	Liberal	Libéral	9261	24.6	0	37715
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Benson		Sheri	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14906	39.5	0	37715
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Donauer		Randy	Conservative	Conservateur	12386	32.8	0	37715
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Hart		Bronek	Libertarian	Libertarien	229	.6	0	37715
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Mitchell		Lois Carol	Green Party	Parti Vert	663	1.8	0	37715
47012	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Pankiw		Jim	Canada Party	Parti Canada	270	.7	0	37715
47013	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Bebbington		Steven	Liberal	Libéral	5076	13.5	0	37516
47013	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Deptuck		Bob	Green Party	Parti Vert	994	2.6	0	37516
47013	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Kitchen		Robert Gordon	Conservative	Conservateur	26315	70.1	0	37516
47013	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	O'Dell		Vicky	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5131	13.7	0	37516
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Hughes		Elaine Marie	Green Party	Parti Vert	1030	2.8	0	36560
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Malinoski		Brooke Taylor	Liberal	Libéral	6504	17.8	0	36560
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Ottenbreit		Doug	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7396	20.2	0	36560
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Wagantall		Cathay	Conservative	Conservateur	21630	59.2	0	36560
48001	Banff--Airdrie	Banff--Airdrie	preliminary	préliminaires	Boissonneault		Joanne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4521	6.8	0	66637
48001	Banff--Airdrie	Banff--Airdrie	preliminary	préliminaires	MacDonald		Mike	Green Party	Parti Vert	2509	3.8	0	66637
48001	Banff--Airdrie	Banff--Airdrie	preliminary	préliminaires	Raynolds		Marlo	Liberal	Libéral	17380	26.1	0	66637
48001	Banff--Airdrie	Banff--Airdrie	preliminary	préliminaires	Richards		Blake	Conservative	Conservateur	42227	63.4	0	66637
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Kelly		Gary	Green Party	Parti Vert	1868	3.2	0	58847
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Kowalski		Andy	Liberal	Libéral	5485	9.3	0	58847
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Sorenson		Kevin	Conservative	Conservateur	47650	81	0	58847
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Swampy		Katherine	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3844	6.5	0	58847
48003	Bow River	Bow River	preliminary	préliminaires	Alexander		William MacDonald	Liberal	Libéral	6840	13.7	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	Fromholt		Rita Ann	Green Party	Parti Vert	919	1.8	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	Khalid		Fahed	Democratic Advancement	Avancement de la Démocratie	83	.2	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	Kucy		Andrew	Independent	Indépendant	543	1.1	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	MacWilliam		Lynn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2619	5.2	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	Shields		Martin	Conservative	Conservateur	38631	77.4	0	49915
48003	Bow River	Bow River	preliminary	préliminaires	VandeStroet		Frans	Christian Heritage Party	Parti de l'Héritage Chrétien	280	.6	0	49915
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Boonlert		Thana	Green Party	Parti Vert	1347	2.2	0	61293
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Crockatt		Joan	Conservative	Conservateur	27690	45.2	0	61293
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Hehr		Kent	Liberal	Libéral	28596	46.7	0	61293
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Henderson		Yogi	Independent	Indépendant	248	.4	0	61293
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Ratti		Jillian	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3412	5.6	0	61293
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Grant		Matt	Liberal	Libéral	29145	43.6	0	66807
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Heuser		Kirk	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4804	7.2	0	66807
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Hunter		Kevan	Marxist-Leninist	Marxiste-Léniniste	211	.3	0	66807
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Odd		Natalie	Green Party	Parti Vert	2243	3.4	0	66807
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Webber		Len	Conservative	Conservateur	30404	45.5	0	66807
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Badura		Matt	Libertarian	Libertarien	832	2	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Devine		Jason	Communist	Communiste	390	1	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Hansell		Judson	Green Party	Parti Vert	1229	3	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Obhrai		Deepak	Conservative	Conservateur	19694	48	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Souraya		Abdou	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4006	9.8	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Stewart		Cam	Liberal	Libéral	14762	36	0	41047
48006	Calgary Forest Lawn	Calgary Forest Lawn	preliminary	préliminaires	Veress		Max	Democratic Advancement	Avancement de la Démocratie	134	.3	0	41047
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Christie		Kelly	Green Party	Parti Vert	1304	2.2	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Duchastel de Montrouge		Nicolas	Independent	Indépendant	61	.1	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Harper		Stephen J.	Conservative	Conservateur	37283	63.8	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Heather		Larry R.	Independent	Indépendant	114	.2	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Masters Burgener		Matt	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4255	7.3	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Miles		Brendan	Liberal	Libéral	15132	25.9	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Paolasini		Steven	Libertarian	Libertarien	244	.4	0	58466
48007	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Zepik		Korry	Independent	Indépendant	73	.1	0	58466
48008	Calgary Midnapore	Calgary Midnapore	preliminary	préliminaires	Askin		Peggy	Marxist-Leninist	Marxiste-Léniniste	145	.2	0	63758
48008	Calgary Midnapore	Calgary Midnapore	preliminary	préliminaires	Brown		Haley	Liberal	Libéral	14396	22.6	0	63758
48008	Calgary Midnapore	Calgary Midnapore	preliminary	préliminaires	Kenney		Jason	Conservative	Conservateur	42421	66.5	0	63758
48008	Calgary Midnapore	Calgary Midnapore	preliminary	préliminaires	Wauters		Brennan	Green Party	Parti Vert	1691	2.7	0	63758
48008	Calgary Midnapore	Calgary Midnapore	preliminary	préliminaires	Weston		Laura	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5105	8	0	63758
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Butt		Faizan	Democratic Advancement	Avancement de la Démocratie	184	.3	0	54598
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Gao		Edward	Libertarian	Libertarien	727	1.3	0	54598
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Kaufman		Bruce	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4872	8.9	0	54598
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Prcic		Robert	Liberal	Libéral	14671	26.9	0	54598
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Rempel		Michelle	Conservative	Conservateur	32760	60	0	54598
48009	Calgary Nose Hill	Calgary Nose Hill	preliminary	préliminaires	Scheer		Laurie	Green Party	Parti Vert	1384	2.5	0	54598
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	preliminary	préliminaires	Kelly		Pat	Conservative	Conservateur	38202	60.4	0	63257
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	preliminary	préliminaires	Kot		Stephanie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3665	5.8	0	63257
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	preliminary	préliminaires	Naidoo		Nirmala	Liberal	Libéral	20034	31.7	0	63257
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	preliminary	préliminaires	Wright		Catriona	Green Party	Parti Vert	1356	2.1	0	63257
48011	Calgary Shepard	Calgary Shepard	preliminary	préliminaires	Allard		Dany	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4532	6.8	0	66414
48011	Calgary Shepard	Calgary Shepard	preliminary	préliminaires	James		Jerome	Liberal	Libéral	16378	24.7	0	66414
48011	Calgary Shepard	Calgary Shepard	preliminary	préliminaires	Kmiec		Tom	Conservative	Conservateur	43770	65.9	0	66414
48011	Calgary Shepard	Calgary Shepard	preliminary	préliminaires	MacKenzie		Graham	Green Party	Parti Vert	1734	2.6	0	66414
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Ahmed		Khalis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3133	5	0	62522
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Cundal		Kerry	Liberal	Libéral	19108	30.6	0	62522
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Knorren		Taryn	Green Party	Parti Vert	1586	2.5	0	62522
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Liepert		Ron	Conservative	Conservateur	37859	60.6	0	62522
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Moen		Tim	Libertarian	Libertarien	679	1.1	0	62522
48012	Calgary Signal Hill	Calgary Signal Hill	preliminary	préliminaires	Rau		Jesse	Christian Heritage Party	Parti de l'Héritage Chrétien	157	.3	0	62522
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Blanchard		Daniel	Marxist-Leninist	Marxiste-Léniniste	88	.2	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Butt		Najeeb	PC Party	Parti PC	957	2.1	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Garvey		Stephen	Democratic Advancement	Avancement de la Démocratie	786	1.7	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Kang		Darshan Singh	Liberal	Libéral	20644	45.9	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Reddy		Ed	Green Party	Parti Vert	851	1.9	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Shory		Devinder	Conservative	Conservateur	17885	39.7	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Singh		Sahajvir	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3605	8	0	44998
48013	Calgary Skyview	Calgary Skyview	preliminary	préliminaires	Young		Joseph	Independent	Indépendant	182	.4	0	44998
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	Boissonnault		Randy	Liberal	Libéral	19923	37.2	0	53568
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	Cumming		James	Conservative	Conservateur	18722	34.9	0	53568
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	McGowan		Gil	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13105	24.5	0	53568
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	Parker		David	Green Party	Parti Vert	1398	2.6	0	53568
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	Stauffer		Steven	Rhinoceros	Rhinocéros	256	.5	0	53568
48014	Edmonton Centre	Edmonton-Centre	preliminary	préliminaires	Yaki		Kat	Independent	Indépendant	164	.3	0	53568
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Diotte		Kerry	Conservative	Conservateur	19109	39.9	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Gold		Brian	Liberal	Libéral	10377	21.7	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Goncharenko		Maryna	Libertarian	Libertarien	405	.8	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Irwin		Janis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16298	34	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Joyce		Mary	Marxist-Leninist	Marxiste-Léniniste	139	.3	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Northcott		Linda	Radical Marijuana	Radical Marijuana	284	.6	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Thompson		Bun Bun	Rhinoceros	Rhinocéros	144	.3	0	47877
48015	Edmonton Griesbach	Edmonton Griesbach	preliminary	préliminaires	Workman		Heather	Green Party	Parti Vert	1121	2.3	0	47877
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Aboultaif		Ziad	Conservative	Conservateur	22216	45.4	0	48973
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Aujla		Sukhdev	Liberal	Libéral	13494	27.6	0	48973
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Deres		Mebreate	Independent	Indépendant	540	1.1	0	48973
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Paquette		Aaron	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11473	23.4	0	48973
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Vachon		André	Marxist-Leninist	Marxiste-Léniniste	132	.3	0	48973
48016	Edmonton Manning	Edmonton Manning	preliminary	préliminaires	Vallee		Chris	Green Party	Parti Vert	1118	2.3	0	48973
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Deol		Jasvir	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6326	12.8	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Downing		Peter	Christian Heritage Party	Parti de l'Héritage Chrétien	283	.6	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	McLean		Ralph	Green Party	Parti Vert	1101	2.2	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Paley		Allen K.W.	Libertarian	Libertarien	398	.8	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Rankin		Naomi	Communist	Communiste	95	.2	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Sohi		Amarjeet	Liberal	Libéral	20399	41.2	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Stubbs		Colin	Independent	Indépendant	561	1.1	0	49482
48017	Edmonton Mill Woods	Edmonton Mill Woods	preliminary	préliminaires	Uppal		Tim	Conservative	Conservateur	20319	41.1	0	49482
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Chaudary		Tariq	Liberal	Libéral	17428	30.2	0	57711
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Fleck		Brian	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9796	17	0	57711
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Jeneroux		Matt	Conservative	Conservateur	28825	49.9	0	57711
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Kennedy		Valerie	Green Party	Parti Vert	1275	2.2	0	57711
48018	Edmonton Riverbend	Edmonton Riverbend	preliminary	préliminaires	Lack		Steven	Libertarian	Libertarien	387	.7	0	57711
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Binnema		Jacob K.	Green Party	Parti Vert	1278	2.3	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Bromsgrove		Ryan	Pirate	Pirate	201	.4	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Duncan		Linda	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	24442	44	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Eckstrom		Donovan	Rhinoceros	Rhinocéros	133	.2	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Jones		Chris	Independent	Indépendant	116	.2	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	MacDonald		Dougal	Marxist-Leninist	Marxiste-Léniniste	93	.2	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Olszewski		Eleanor	Liberal	Libéral	11525	20.7	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Schurman		Andrew	Independent	Indépendant	107	.2	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Stinson		Malcolm	Libertarian	Libertarien	311	.6	0	55601
48019	Edmonton Strathcona	Edmonton Strathcona	preliminary	préliminaires	Thom		Len	Conservative	Conservateur	17395	31.3	0	55601
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Bryan		Pamela Leslie	Green Party	Parti Vert	1037	1.9	0	53473
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Dussault		Alexander	Libertarian	Libertarien	341	.6	0	53473
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Leibovici		Karen	Liberal	Libéral	18660	34.9	0	53473
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	MacKenzie		Heather	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6955	13	0	53473
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	McCauley		Kelly	Conservative	Conservateur	26366	49.3	0	53473
48020	Edmonton West	Edmonton-Ouest	preliminary	préliminaires	Morton		Peggy	Marxist-Leninist	Marxiste-Léniniste	114	.2	0	53473
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Biollo		Jacqueline	Liberal	Libéral	14660	21.4	0	68357
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Bitz		Fritz K.	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6646	9.7	0	68357
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Hut		Joy-Ann	Green Party	Parti Vert	1595	2.3	0	68357
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Lake		Mike	Conservative	Conservateur	44941	65.7	0	68357
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	preliminary	préliminaires	Whitlock		Brayden	Libertarian	Libertarien	515	.8	0	68357
48022	Foothills	Foothills	preliminary	préliminaires	Barlow		John	Conservative	Conservateur	46107	75.7	0	60927
48022	Foothills	Foothills	preliminary	préliminaires	MacPherson		Tanya	Liberal	Libéral	8149	13.4	0	60927
48022	Foothills	Foothills	preliminary	préliminaires	Morgan		Cory	Libertarian	Libertarien	426	.7	0	60927
48022	Foothills	Foothills	preliminary	préliminaires	Slingerland		Marc	Christian Heritage Party	Parti de l'Héritage Chrétien	345	.6	0	60927
48022	Foothills	Foothills	preliminary	préliminaires	Thompson		Alison	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3918	6.4	0	60927
48022	Foothills	Foothills	preliminary	préliminaires	Tittel		Romy S.	Green Party	Parti Vert	1982	3.3	0	60927
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Berry		Scott	Libertarian	Libertarien	544	1.2	0	47255
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Deheer		Brian	Green Party	Parti Vert	749	1.6	0	47255
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Harrietha		Kyle	Liberal	Libéral	13399	28.4	0	47255
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Janssen		Roelof	Christian Heritage Party	Parti de l'Héritage Chrétien	307	.6	0	47255
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Lepine		Melody	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3641	7.7	0	47255
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	preliminary	préliminaires	Yurdiga		David	Conservative	Conservateur	28615	60.6	0	47255
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Friesen		James David	Green Party	Parti Vert	1659	3.1	0	53106
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Johnston		Reagan	Liberal	Libéral	7765	14.6	0	53106
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Mossagizi		Saba	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4310	8.1	0	53106
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Thompson		Dylan	Libertarian	Libertarien	611	1.2	0	53106
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	preliminary	préliminaires	Warkentin		Chris	Conservative	Conservateur	38761	73	0	53106
48025	Lakeland	Lakeland	preliminary	préliminaires	McFadzean		Robert George	Libertarian	Libertarien	600	1.1	0	53538
48025	Lakeland	Lakeland	preliminary	préliminaires	Montgomery		Danielle	Green Party	Parti Vert	1254	2.3	0	53538
48025	Lakeland	Lakeland	preliminary	préliminaires	Parenteau		Garry	Liberal	Libéral	7344	13.7	0	53538
48025	Lakeland	Lakeland	preliminary	préliminaires	Stubbs		Shannon	Conservative	Conservateur	39398	73.6	0	53538
48025	Lakeland	Lakeland	preliminary	préliminaires	Zaraska		Duane	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4942	9.2	0	53538
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Capp		Geoffrey	Christian Heritage Party	Parti de l'Héritage Chrétien	746	1.3	0	56944
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Harder		Rachael	Conservative	Conservateur	32322	56.8	0	56944
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Krygier-Paine		Solly	Rhinoceros	Rhinocéros	209	.4	0	56944
